Wed Mar 22 15:43:46 2023	 103.0	 0.00000	 465.00000	 -207.00000	 1865.00000	 14.00000	 -47.00000	 23.00000	2	
Wed Mar 22 15:43:48 2023	 104.0	 0.00000	 465.00000	 -193.00000	 1867.00000	 15.00000	 -58.00000	 17.00000	2	
Wed Mar 22 15:43:50 2023	 105.0	 0.00000	 469.00000	 -190.00000	 1855.00000	 16.00000	 -42.00000	 20.00000	2	
Wed Mar 22 15:43:52 2023	 106.0	 0.00000	 468.00000	 -200.00000	 1863.00000	 14.00000	 -50.00000	 20.00000	2	
Wed Mar 22 15:43:54 2023	 107.0	 0.00000	 873.00000	 -269.00000	 1816.00000	 633.00000	 -964.00000	 -446.00000	2	
Wed Mar 22 15:43:56 2023	 108.0	 0.00000	 1983.00000	 -464.00000	 -142.00000	 -358.00000	 -1726.00000	 -846.00000	2	
Wed Mar 22 15:43:58 2023	 109.0	 0.00000	 2032.00000	 -216.00000	 -137.00000	 14.00000	 -149.00000	 -12.00000	2	
Wed Mar 22 15:44:00 2023	 110.0	 0.00000	 2052.00000	 -39.00000	 -139.00000	 25.00000	 -44.00000	 13.00000	2	
Wed Mar 22 15:44:02 2023	 111.0	 0.00000	 2052.00000	 -33.00000	 -118.00000	 10.00000	 -32.00000	 16.00000	2	
Wed Mar 22 15:44:05 2023	 112.0	 0.00000	 1717.00000	 -160.00000	 900.00000	 -489.00000	 77.00000	 -274.00000	2	
Wed Mar 22 15:44:06 2023	 113.0	 0.00000	 673.00000	 -153.00000	 1774.00000	 15.00000	 -31.00000	 26.00000	0	
Wed Mar 22 15:44:09 2023	 114.0	 0.00000	 656.00000	 -158.00000	 1816.00000	 14.00000	 -55.00000	 21.00000	0	
Wed Mar 22 15:44:11 2023	 115.0	 0.00000	 598.00000	 -173.00000	 1837.00000	 37.00000	 -156.00000	 3.00000	0	
Wed Mar 22 15:44:13 2023	 116.0	 0.00000	 619.00000	 -157.00000	 1828.00000	 -23.00000	 -27.00000	 54.00000	0	
Wed Mar 22 15:44:15 2023	 117.0	 0.00000	 641.00000	 -249.00000	 1761.00000	 -416.00000	 -309.00000	 140.00000	0	
Wed Mar 22 15:44:17 2023	 118.0	 0.00000	 -593.00000	 -1981.00000	 22.00000	 59.00000	 -42.00000	 -5.00000	1	
Wed Mar 22 15:44:19 2023	 119.0	 0.00000	 -414.00000	 -2058.00000	 -144.00000	 -105.00000	 -164.00000	 -20.00000	1	
Wed Mar 22 15:44:21 2023	 120.0	 0.00000	 -251.00000	 -2001.00000	 0.00000	 105.00000	 -74.00000	 -20.00000	1	
Wed Mar 22 15:44:23 2023	 121.0	 0.00000	 -230.00000	 -2064.00000	 115.00000	 30.00000	 -31.00000	 19.00000	1	
Wed Mar 22 15:44:25 2023	 122.0	 0.00000	 -169.00000	 -2033.00000	 174.00000	 -29.00000	 -60.00000	 -5.00000	1	
Wed Mar 22 15:44:27 2023	 123.0	 0.00000	 -235.00000	 -2033.00000	 114.00000	 64.00000	 7.00000	 27.00000	1	
