Wed Mar 29 18:27:50 2023	 0.0	 0.00000	 -1796.00000	 -554.00000	 -1021.00000	 -377.00000	 -384.00000	 -475.00000	 -475.00000	 -475.00000	 -475.00000	2	
Wed Mar 29 18:27:52 2023	 1.0	 0.00000	 1464.00000	 -787.00000	 714.00000	 512.00000	 976.00000	 556.00000	 556.00000	 556.00000	 556.00000	2	
Wed Mar 29 18:27:55 2023	 2.0	 0.00000	 1918.00000	 -905.00000	 808.00000	 111.00000	 -906.00000	 49.00000	 49.00000	 49.00000	 49.00000	2	
Wed Mar 29 18:27:57 2023	 3.0	 0.00000	 1541.00000	 -263.00000	 1993.00000	 1193.00000	 847.00000	 642.00000	 642.00000	 642.00000	 642.00000	2	
Wed Mar 29 18:27:59 2023	 4.0	 0.00000	 1878.00000	 -611.00000	 1918.00000	 -628.00000	 799.00000	 8.00000	 8.00000	 8.00000	 8.00000	2	
Wed Mar 29 18:28:01 2023	 5.0	 0.00000	 1170.00000	 384.00000	 2531.00000	 -4291.00000	 415.00000	 -1537.00000	 -1537.00000	 -1537.00000	 -1537.00000	2	
Wed Mar 29 18:28:03 2023	 6.0	 0.00000	 1309.00000	 1427.00000	 1662.00000	 -6552.00000	 693.00000	 -2758.00000	 -2758.00000	 -2758.00000	 -2758.00000	2	
Wed Mar 29 18:28:05 2023	 7.0	 0.00000	 2626.00000	 2445.00000	 -948.00000	 -6653.00000	 -548.00000	 -2757.00000	 -2757.00000	 -2757.00000	 -2757.00000	2	
Wed Mar 29 18:28:07 2023	 8.0	 0.00000	 1374.00000	 2722.00000	 -269.00000	 -6753.00000	 -2073.00000	 -2275.00000	 -2275.00000	 -2275.00000	 -2275.00000	2	
Wed Mar 29 18:28:09 2023	 9.0	 0.00000	 2034.00000	 2691.00000	 -431.00000	 -6793.00000	 -767.00000	 -2669.00000	 -2669.00000	 -2669.00000	 -2669.00000	2	
Wed Mar 29 18:28:11 2023	 10.0	 0.00000	 2179.00000	 1834.00000	 -55.00000	 -4902.00000	 -609.00000	 -2206.00000	 -2206.00000	 -2206.00000	 -2206.00000	2	
Wed Mar 29 18:28:14 2023	 11.0	 0.00000	 1824.00000	 2197.00000	 548.00000	 -6408.00000	 20.00000	 -1670.00000	 -1670.00000	 -1670.00000	 -1670.00000	2	
Wed Mar 29 18:28:16 2023	 12.0	 0.00000	 2097.00000	 1584.00000	 -512.00000	 -5898.00000	 -865.00000	 -887.00000	 -887.00000	 -887.00000	 -887.00000	2	
Wed Mar 29 18:28:18 2023	 13.0	 0.00000	 1992.00000	 1906.00000	 -698.00000	 -5884.00000	 24.00000	 -1872.00000	 -1872.00000	 -1872.00000	 -1872.00000	2	
Wed Mar 29 18:28:20 2023	 14.0	 0.00000	 2434.00000	 2467.00000	 -820.00000	 -6333.00000	 -65.00000	 -1848.00000	 -1848.00000	 -1848.00000	 -1848.00000	2	
Wed Mar 29 18:28:22 2023	 15.0	 0.00000	 2081.00000	 1982.00000	 -1219.00000	 -5848.00000	 -328.00000	 -1542.00000	 -1542.00000	 -1542.00000	 -1542.00000	2	
Wed Mar 29 18:28:24 2023	 16.0	 0.00000	 1047.00000	 1640.00000	 1471.00000	 -6302.00000	 -1115.00000	 -2313.00000	 -2313.00000	 -2313.00000	 -2313.00000	2	
Wed Mar 29 18:28:26 2023	 17.0	 0.00000	 1120.00000	 -92.00000	 2342.00000	 -2351.00000	 -93.00000	 -686.00000	 -686.00000	 -686.00000	 -686.00000	2	
Wed Mar 29 18:28:28 2023	 18.0	 0.00000	 1578.00000	 -689.00000	 330.00000	 -725.00000	 1818.00000	 375.00000	 375.00000	 375.00000	 375.00000	2	
