aX,aY,aZ,gX,gY,gZ
0.171,0.105,0.978,-3.235,-8.423,-8.850
0.161,0.126,0.982,-6.165,-6.287,-9.277
0.169,0.128,0.992,-7.935,-5.188,-8.240
0.180,0.126,1.004,-8.545,-5.188,-7.446
0.173,0.135,1.013,-7.690,-4.822,-7.324
0.158,0.172,1.013,-5.188,-4.272,-7.446
0.161,0.172,1.011,-2.014,-3.540,-6.775
0.175,0.180,1.006,1.160,-2.319,-6.592
0.172,0.194,1.003,4.761,-0.977,-6.897
0.179,0.203,0.999,8.667,0.305,-7.507
0.172,0.224,0.988,13.000,1.221,-8.606
0.171,0.236,0.976,16.235,1.526,-9.766
0.176,0.231,0.967,18.250,1.953,-10.986
0.168,0.235,0.952,19.287,2.380,-12.085
0.177,0.214,0.945,17.883,2.075,-12.573
0.185,0.194,0.944,15.137,1.770,-14.221
0.176,0.181,0.939,11.780,2.136,-16.235
0.169,0.167,0.938,9.033,3.479,-18.250
0.151,0.163,0.937,6.897,5.188,-19.836
0.144,0.157,0.939,5.798,5.920,-20.020
0.136,0.165,0.941,5.676,5.859,-19.409
0.144,0.167,0.943,6.348,5.249,-17.822
0.147,0.175,0.944,7.324,4.517,-15.869
0.154,0.185,0.947,8.118,3.662,-14.343
0.161,0.197,0.950,9.033,2.869,-13.184
0.166,0.205,0.946,10.803,2.197,-12.268
0.182,0.208,0.949,12.512,1.648,-11.658
0.183,0.205,0.957,13.184,1.526,-12.207
0.179,0.201,0.960,12.756,2.319,-14.038
0.163,0.204,0.960,11.292,4.517,-16.113
0.153,0.202,0.964,9.705,7.019,-17.700
0.153,0.189,0.965,9.277,8.362,-18.250
0.152,0.178,0.963,9.277,9.033,-17.517
0.159,0.161,0.964,9.460,8.667,-16.479
0.160,0.138,0.955,9.827,7.385,-15.442
0.141,0.139,0.946,9.827,6.226,-14.404
0.152,0.123,0.948,8.850,6.531,-13.489
0.165,0.108,0.954,7.446,6.836,-12.268
0.175,0.101,0.952,6.348,7.385,-11.047
0.181,0.085,0.953,5.188,7.751,-10.254
0.179,0.077,0.957,3.967,7.751,-10.193
0.176,0.068,0.960,2.869,7.996,-10.315
0.171,0.062,0.959,2.258,8.545,-10.254
0.157,0.068,0.950,1.953,8.850,-9.338
0.159,0.070,0.946,1.770,8.972,-6.714
0.172,0.075,0.942,1.526,7.751,-3.784
0.191,0.079,0.942,2.197,5.554,-1.648
0.205,0.086,0.944,3.113,2.991,-0.061
0.216,0.086,0.946,2.991,0.488,0.427
0.215,0.085,0.949,1.343,-1.282,0.427
0.209,0.088,0.958,-1.099,-1.831,-0.183

-0.729,1.289,0.661,-40.894,-36.133,115.906
-0.747,1.491,0.670,-43.945,-36.133,118.347
-0.596,1.677,0.693,-48.340,-28.259,119.141
-0.546,1.819,0.701,-50.537,-24.292,116.150
-0.363,1.878,0.751,-47.913,-17.334,106.689
-0.209,1.880,0.769,-43.762,-9.888,93.018
-0.085,1.813,0.764,-34.363,-1.343,69.763
0.053,1.675,0.770,-22.827,9.155,41.443
0.089,1.472,0.719,-13.611,17.029,10.498
0.066,1.265,0.688,-8.606,20.508,-20.203
-0.008,1.051,0.669,-7.690,24.170,-46.753
-0.099,0.850,0.651,-10.925,23.193,-65.186
-0.178,0.705,0.643,-14.465,23.132,-73.608
-0.218,0.599,0.670,-17.273,26.245,-71.167
-0.214,0.538,0.703,-19.409,23.926,-63.293
-0.203,0.522,0.737,-17.761,15.930,-54.382
-0.169,0.511,0.767,-11.230,6.470,-44.006
-0.112,0.488,0.814,-2.441,-0.732,-35.339
-0.044,0.447,0.841,4.700,-7.080,-29.236
-0.009,0.417,0.871,9.399,-11.719,-26.489
-0.002,0.405,0.884,11.353,-12.146,-26.123
-0.023,0.411,0.903,11.414,-10.742,-26.367
-0.006,0.419,0.915,11.047,-7.446,-26.123
-0.015,0.417,0.919,11.353,-4.944,-25.330
-0.014,0.420,0.930,11.658,-3.540,-23.193
-0.000,0.416,0.934,12.207,-2.747,-19.836
0.032,0.408,0.929,13.550,-2.258,-15.564
0.050,0.411,0.925,15.564,-3.052,-12.329
0.082,0.403,0.926,17.578,-4.272,-10.437
0.111,0.387,0.913,18.188,-5.615,-9.338
0.127,0.376,0.921,18.311,-5.432,-8.606
0.154,0.381,0.917,17.029,-4.456,-9.033
0.163,0.369,0.917,16.174,-2.991,-9.216
0.167,0.349,0.902,17.273,-1.709,-8.362
0.181,0.340,0.885,19.897,-1.160,-6.836
0.204,0.307,0.866,23.499,-2.136,-5.310
0.201,0.314,0.852,26.245,-5.432,-4.639
0.218,0.303,0.857,28.015,-10.498,-3.967
0.222,0.268,0.856,27.100,-16.418,-4.089
0.215,0.273,0.872,22.949,-18.677,-6.287
0.198,0.289,0.892,16.724,-18.188,-8.362
0.227,0.258,0.911,9.399,-17.090,-9.460
0.244,0.248,0.929,2.625,-15.625,-11.169
0.229,0.253,0.937,-1.892,-12.817,-14.160
0.251,0.224,0.942,-3.723,-9.827,-16.174
0.263,0.187,0.943,-3.296,-7.996,-17.334
0.243,0.181,0.943,-2.075,-7.751,-19.470
0.216,0.171,0.941,-0.305,-8.240,-20.935
0.215,0.148,0.944,1.892,-7.141,-20.569
0.200,0.150,0.941,4.944,-5.310,-19.714
0.167,0.168,0.932,8.118,-4.883,-18.494
0.202,0.138,0.933,11.230,-5.066,-16.052
0.214,0.116,0.929,12.207,-6.104,-13.550
0.166,0.154,0.951,10.437,-11.597,-11.902
0.190,0.157,0.933,7.751,-19.165,-10.742
0.253,0.162,0.969,8.728,-5.798,-8.606
0.234,0.181,0.959,4.089,-1.404,-5.920
0.240,0.246,0.970,1.892,-1.587,-6.775
0.242,0.237,0.981,0.732,-2.319,-8.240
0.266,0.214,0.993,1.038,-1.953,-11.536
0.240,0.212,1.000,2.075,-1.526,-15.076
0.205,0.218,0.995,2.258,0.183,-18.372
0.184,0.201,0.991,2.319,3.601,-19.714
0.175,0.200,0.977,3.113,7.141,-18.921
0.171,0.193,0.963,4.578,9.216,-16.541
0.190,0.194,0.964,6.531,8.301,-13.794
0.179,0.207,0.949,8.423,5.005,-11.230
0.219,0.200,0.955,10.010,4.578,-9.216
0.224,0.214,0.951,10.559,5.615,-8.911
0.235,0.220,0.944,10.254,6.348,-9.521
0.255,0.210,0.943,9.521,7.751,-10.376
0.245,0.214,0.937,8.667,8.362,-11.963
0.247,0.208,0.944,7.507,8.240,-13.977
0.241,0.201,0.946,6.348,8.301,-15.442
0.214,0.205,0.936,5.066,8.423,-16.846
0.210,0.197,0.931,5.005,8.728,-17.700
0.214,0.183,0.931,5.920,7.935,-16.907
0.214,0.177,0.926,7.935,6.104,-15.869
0.218,0.179,0.924,9.460,4.944,-15.137
0.227,0.174,0.925,9.338,3.052,-13.855
0.220,0.181,0.932,8.545,1.160,-13.977
0.216,0.181,0.940,8.118,0.549,-15.076
0.201,0.180,0.943,6.958,0.427,-16.174
0.195,0.185,0.956,5.188,1.221,-17.456
0.178,0.173,0.953,3.357,2.136,-17.517
0.178,0.170,0.956,2.075,2.930,-16.052
0.182,0.183,0.963,1.892,3.235,-14.648
0.195,0.194,0.973,2.686,2.747,-13.489
0.203,0.192,0.977,3.662,1.343,-12.329
0.218,0.189,0.982,4.944,0.793,-12.024
0.218,0.195,0.979,5.920,1.648,-12.817
0.222,0.192,0.979,6.836,2.991,-13.550
0.216,0.173,0.970,7.019,4.639,-14.404
0.208,0.167,0.961,6.287,6.775,-15.442
0.209,0.156,0.958,5.676,8.118,-15.991
0.211,0.144,0.959,6.104,8.179,-15.747
0.205,0.142,0.949,7.141,8.057,-15.564
0.201,0.138,0.941,8.240,8.606,-14.221
0.215,0.136,0.938,9.277,8.789,-12.329
0.221,0.118,0.923,10.559,7.812,-10.193
0.226,0.121,0.925,11.353,5.981,-9.155
0.221,0.125,0.926,10.742,4.517,-8.728
0.222,0.120,0.926,8.789,3.662,-8.850
0.227,0.118,0.929,6.409,4.517,-8.728
0.226,0.119,0.935,4.395,5.920,-9.033
0.224,0.119,0.937,2.319,6.592,-9.216
0.222,0.116,0.940,0.183,6.409,-8.728
0.219,0.122,0.943,-1.465,5.737,-7.935
0.224,0.127,0.957,-1.953,5.249,-7.324
0.228,0.130,0.964,-1.343,5.249,-5.676
0.224,0.136,0.961,-1.221,4.761,-4.089
0.230,0.143,0.964,-0.977,4.395,-3.479
0.233,0.155,0.966,0.244,2.991,-2.808
0.244,0.157,0.964,1.953,0.916,-2.014
0.242,0.174,0.966,2.930,-1.526,-2.136
0.231,0.183,0.969,3.174,-2.808,-2.502
0.244,0.178,0.978,3.052,-3.113,-2.563
0.249,0.177,0.978,2.869,-1.648,-2.869
0.244,0.184,0.975,1.831,-0.488,-3.723

-0.186,-1.421,0.884,-16.663,10.010,53.772
-0.206,-1.345,0.848,-21.179,-2.380,81.299
-0.182,-1.194,0.831,-27.893,-13.794,108.765
-0.131,-1.023,0.824,-35.889,-25.574,131.836
-0.054,-0.850,0.839,-43.396,-31.982,145.935
0.002,-0.709,0.840,-47.424,-34.180,148.865
-0.013,-0.575,0.826,-46.631,-33.875,143.066
-0.068,-0.460,0.797,-43.884,-30.579,135.132
-0.166,-0.379,0.782,-42.603,-24.780,130.188
-0.291,-0.221,0.714,-41.809,-17.944,128.052
-0.441,-0.134,0.591,-38.635,-7.019,131.897
-0.378,0.165,0.640,-37.292,25.024,140.259
-0.680,0.241,0.386,-59.998,18.005,162.170
-0.722,0.458,0.398,-75.012,4.944,168.640
-0.823,0.740,0.359,-81.299,0.916,175.903
-0.858,1.004,0.326,-88.806,-10.620,184.692
-0.784,1.252,0.361,-95.276,-16.235,188.599
-0.686,1.471,0.444,-101.257,-10.132,185.730
-0.627,1.658,0.491,-113.892,-4.150,174.622
-0.525,1.808,0.596,-130.005,5.432,157.043
-0.524,1.906,0.637,-141.541,14.893,139.343
-0.433,1.985,0.750,-145.264,30.396,122.314
-0.313,2.055,0.849,-139.526,54.504,110.535
-0.116,2.080,0.910,-129.517,67.322,98.572
0.053,2.034,0.922,-114.014,66.650,80.322
0.214,1.905,0.891,-89.783,63.416,55.420
0.303,1.741,0.804,-59.998,59.631,23.743
0.296,1.523,0.708,-27.649,55.237,-10.315
0.202,1.324,0.620,-0.854,46.692,-45.288
0.075,1.125,0.578,18.005,33.936,-74.829
-0.067,0.950,0.543,26.917,19.592,-92.712
-0.166,0.786,0.536,28.870,8.728,-97.534
-0.239,0.683,0.556,25.879,-2.930,-94.482
-0.268,0.596,0.603,20.142,-14.282,-88.989
-0.275,0.514,0.692,14.832,-20.996,-79.407
-0.257,0.470,0.769,9.827,-23.743,-66.711
-0.229,0.433,0.819,7.446,-21.973,-54.321
-0.176,0.401,0.858,6.287,-19.287,-46.021
-0.149,0.375,0.875,6.348,-18.921,-41.748
-0.131,0.352,0.892,9.338,-19.531,-41.138
-0.129,0.333,0.917,14.648,-18.860,-41.687
-0.151,0.343,0.928,19.348,-19.836,-42.053
-0.155,0.337,0.950,22.339,-19.775,-40.955
-0.146,0.313,0.965,22.705,-18.494,-36.926
-0.132,0.298,0.973,22.217,-16.052,-32.288
-0.140,0.286,0.972,21.423,-15.198,-28.870
-0.136,0.296,0.978,20.996,-14.465,-25.696
-0.115,0.290,0.966,20.203,-13.000,-20.386
-0.073,0.288,0.972,20.386,-11.230,-15.442
-0.051,0.308,0.969,20.203,-9.338,-13.123
-0.011,0.321,0.974,20.874,-8.667,-12.207
0.010,0.301,0.977,21.057,-7.996,-12.512
0.020,0.299,0.978,20.325,-7.996,-13.123
0.040,0.289,0.980,19.775,-6.653,-15.320
0.045,0.270,0.981,19.592,-5.310,-17.822
0.050,0.256,0.984,18.860,-4.089,-20.386
0.049,0.238,0.985,18.066,-3.296,-20.813
0.059,0.223,0.983,16.174,-2.869,-20.264
0.062,0.229,0.990,13.428,-3.418,-20.020
0.068,0.220,1.001,11.353,-5.066,-20.386
0.066,0.215,1.005,10.071,-6.531,-20.935
0.067,0.203,1.015,9.644,-5.920,-21.301
0.061,0.193,1.023,9.766,-5.066,-19.897
0.060,0.182,1.030,9.766,-4.272,-18.616
0.053,0.166,1.021,8.850,-3.296,-17.456
0.057,0.168,1.025,9.460,-1.343,-16.785
0.068,0.151,1.047,10.559,-0.671,-15.930
0.076,0.127,1.049,11.414,-1.343,-13.977
0.072,0.139,1.052,12.939,-0.122,-12.207
0.074,0.155,1.051,14.587,1.343,-11.414
0.102,0.124,1.041,16.785,2.563,-9.949
0.108,0.127,1.025,19.958,5.127,-9.705
0.114,0.125,1.005,22.339,7.690,-10.925
0.142,0.104,0.995,23.254,9.644,-11.902
0.135,0.100,0.964,24.170,11.597,-12.634
0.136,0.109,0.944,25.696,13.550,-14.709
0.136,0.090,0.926,26.794,13.611,-15.259
0.138,0.071,0.906,28.076,13.611,-14.160
0.123,0.076,0.896,27.832,14.221,-13.428
0.124,0.069,0.893,26.123,15.564,-12.817
0.130,0.052,0.888,23.560,16.235,-10.864
0.136,0.051,0.883,21.057,16.907,-10.132
0.138,0.062,0.884,17.395,16.968,-11.108
0.150,0.055,0.887,14.343,16.357,-12.695
0.141,0.066,0.882,13.062,15.320,-13.062
0.141,0.080,0.874,12.695,14.709,-13.062
0.158,0.081,0.870,12.756,13.245,-12.634
0.176,0.078,0.871,13.000,10.620,-12.024
0.180,0.082,0.874,12.878,8.484,-11.902
0.165,0.099,0.888,11.536,7.568,-11.963
0.173,0.099,0.907,10.193,6.836,-12.268
0.173,0.091,0.920,8.911,6.714,-12.634
0.164,0.092,0.926,7.690,7.446,-13.855
0.133,0.106,0.935,5.493,8.606,-15.503
0.113,0.119,0.952,2.625,9.460,-17.395
0.103,0.111,0.968,0.977,9.644,-17.212
0.107,0.099,0.980,0.977,9.583,-15.442
0.112,0.086,0.986,1.038,10.193,-13.916
0.115,0.087,0.992,0.305,11.169,-12.756
0.116,0.097,1.000,-0.854,11.353,-11.230
0.140,0.093,1.001,-0.183,10.742,-9.705
0.153,0.090,1.001,3.479,10.193,-8.179
0.164,0.107,0.999,7.751,10.193,-8.484
0.168,0.122,0.997,10.681,9.399,-10.620
0.175,0.119,0.993,12.756,9.033,-12.024
0.179,0.117,0.985,14.404,10.254,-12.817
0.178,0.107,0.974,15.137,11.780,-14.954
0.175,0.101,0.960,15.503,12.878,-17.395
0.154,0.095,0.951,15.747,13.611,-18.738
0.136,0.091,0.934,14.648,13.306,-17.883
0.145,0.076,0.926,12.329,12.207,-15.015
0.165,0.060,0.930,9.644,9.766,-12.756
0.172,0.041,0.945,7.507,7.385,-11.719
0.168,0.040,0.956,5.066,6.042,-11.719
0.164,0.042,0.967,2.991,6.226,-12.329
0.153,0.054,0.982,1.465,6.287,-12.939
0.147,0.058,0.996,1.526,6.653,-12.817
0.141,0.059,0.996,3.052,7.385,-11.475
0.146,0.054,0.994,4.700,7.935,-9.277

-0.492,1.568,0.584,-103.577,32.471,100.830
-0.431,1.647,0.660,-105.103,34.302,96.436
-0.354,1.701,0.750,-102.417,32.593,88.379
-0.237,1.743,0.813,-93.140,30.457,76.782
-0.155,1.751,0.854,-80.200,29.907,59.814
-0.035,1.687,0.851,-65.125,35.156,37.659
0.089,1.582,0.810,-48.950,47.180,10.986
0.105,1.449,0.710,-30.151,53.955,-17.944
0.043,1.294,0.624,-12.634,49.072,-49.744
-0.037,1.118,0.572,1.526,40.039,-75.867
-0.146,0.984,0.544,11.963,26.855,-90.881
-0.224,0.855,0.534,18.188,12.024,-97.656
-0.285,0.758,0.568,19.897,0.793,-95.337
-0.344,0.702,0.602,19.043,-13.977,-89.294
-0.331,0.638,0.693,19.714,-23.926,-81.848
-0.305,0.592,0.775,19.836,-28.259,-70.862
-0.280,0.562,0.836,19.653,-28.320,-60.608
-0.225,0.528,0.887,19.653,-24.353,-53.162
-0.146,0.439,0.924,17.029,-22.278,-49.622
-0.138,0.383,0.950,13.489,-20.935,-51.514
-0.154,0.351,0.964,10.071,-15.869,-56.458
-0.193,0.316,0.969,8.118,-9.827,-59.998
-0.202,0.288,0.973,8.362,-3.906,-59.448
-0.230,0.309,0.962,11.230,0.427,-54.871
-0.235,0.349,0.952,17.151,0.793,-48.096
-0.202,0.366,0.940,24.231,-2.563,-39.063
-0.162,0.397,0.932,32.654,-6.958,-30.090
-0.113,0.422,0.930,40.894,-12.878,-23.437
-0.080,0.418,0.916,46.143,-18.066,-18.982
-0.035,0.408,0.909,48.401,-19.958,-17.456
-0.003,0.391,0.918,47.668,-18.677,-18.433
0.000,0.365,0.907,43.884,-15.015,-20.264
0.032,0.343,0.905,36.926,-9.460,-23.193
0.040,0.307,0.905,29.297,-5.066,-26.306
0.035,0.288,0.911,22.522,-2.441,-29.480
0.042,0.250,0.917,17.151,0.427,-31.555
0.049,0.233,0.930,13.062,2.319,-32.166
0.063,0.206,0.943,11.719,2.747,-31.494
0.057,0.203,0.949,12.268,2.625,-29.663
0.063,0.196,0.944,13.062,2.747,-27.283
0.064,0.197,0.939,13.916,2.686,-24.963
0.083,0.181,0.936,16.113,2.686,-22.888
0.102,0.163,0.932,18.982,2.380,-20.874
0.107,0.156,0.920,21.179,1.892,-19.531
0.123,0.139,0.908,22.217,1.099,-18.311
0.144,0.125,0.911,21.973,0.488,-17.151
0.154,0.120,0.913,22.034,0.061,-16.052
0.146,0.125,0.910,21.973,-0.244,-15.137
0.159,0.109,0.903,20.691,-1.038,-13.489
0.163,0.104,0.911,18.921,-2.197,-12.573
0.177,0.105,0.921,16.907,-3.418,-13.733
0.174,0.089,0.932,14.343,-3.662,-15.930
0.163,0.075,0.926,10.193,-1.892,-18.372
0.149,0.066,0.932,5.127,1.221,-19.470
0.149,0.047,0.943,0.366,3.662,-18.677
0.158,0.035,0.948,-2.380,5.493,-16.418
0.149,0.042,0.955,-3.418,6.165,-14.160
0.142,0.052,0.958,-3.418,5.249,-11.475
0.164,0.035,0.961,-1.831,3.845,-7.507
0.165,0.053,0.961,0.732,2.686,-4.517
0.160,0.102,0.962,4.089,1.465,-3.235
0.195,0.100,0.965,7.324,-0.244,-1.343
0.204,0.110,0.962,9.583,-1.648,-0.488
0.195,0.137,0.965,9.644,-2.197,-1.587
0.195,0.145,0.978,8.179,-2.258,-2.625
0.188,0.150,0.982,5.615,-1.770,-3.418
0.173,0.161,0.986,2.930,-0.671,-4.211
0.169,0.165,1.000,0.183,0.427,-5.188
0.168,0.154,1.016,-1.648,0.916,-5.859
0.160,0.158,1.023,-1.953,2.075,-6.531
0.143,0.167,1.026,-0.977,3.723,-6.409
0.133,0.172,1.028,0.244,4.211,-6.104
0.139,0.162,1.028,2.197,3.967,-5.066
0.133,0.165,1.020,5.005,3.601,-4.028
0.129,0.178,1.012,8.179,3.418,-3.357
0.141,0.170,1.001,11.169,2.686,-2.563
0.144,0.171,0.988,13.855,1.709,-1.648
0.139,0.186,0.974,16.296,0.732,-2.014
0.146,0.186,0.966,17.700,0.305,-2.441
0.145,0.186,0.954,18.433,0.366,-2.869
0.134,0.199,0.945,17.944,0.732,-3.357
0.130,0.200,0.937,16.907,1.160,-3.784
0.137,0.185,0.934,15.930,1.282,-3.479
0.131,0.192,0.930,15.015,0.854,-3.418
0.124,0.211,0.937,13.855,0.305,-3.479
0.140,0.203,0.943,12.573,-0.183,-3.235
0.143,0.204,0.951,11.902,-0.427,-3.113
0.133,0.216,0.958,11.414,-0.549,-3.967
0.137,0.206,0.965,11.169,0.427,-4.272
0.132,0.202,0.965,11.047,2.136,-4.578
0.126,0.205,0.966,10.864,3.479,-5.310
0.131,0.200,0.964,10.925,4.272,-5.981
0.141,0.185,0.959,10.986,4.517,-6.104
0.130,0.185,0.948,10.132,4.944,-7.202
0.130,0.184,0.945,8.545,5.676,-7.874
0.142,0.175,0.943,7.263,5.981,-7.568
0.147,0.175,0.941,7.019,5.859,-7.324
0.141,0.173,0.943,6.714,5.432,-7.996
0.134,0.165,0.943,6.042,5.310,-8.240
0.138,0.156,0.944,5.859,5.310,-7.812
0.133,0.164,0.947,6.592,4.456,-7.263
0.137,0.162,0.953,7.874,3.113,-7.080
0.140,0.161,0.956,9.155,1.770,-6.775
0.143,0.156,0.958,9.705,1.160,-6.836
0.134,0.156,0.962,9.705,1.465,-7.385
0.126,0.151,0.957,9.460,2.197,-7.507
0.130,0.141,0.955,8.789,3.540,-6.531
0.130,0.133,0.956,8.484,3.784,-6.042
0.125,0.132,0.957,9.094,2.930,-5.615
0.121,0.130,0.957,9.155,1.770,-4.883
0.118,0.135,0.956,8.728,1.221,-3.967
0.126,0.132,0.956,8.179,0.549,-3.601
0.133,0.126,0.953,7.996,-0.122,-3.296
0.145,0.120,0.950,7.324,-0.488,-3.357
0.152,0.109,0.950,5.432,-0.061,-3.906
0.156,0.099,0.950,3.540,0.916,-4.822
0.151,0.105,0.947,2.502,1.953,-5.737
0.142,0.106,0.941,2.441,2.319,-6.287
0.145,0.102,0.943,2.747,1.709,-5.798

-0.681,1.484,0.508,-79.407,-21.240,119.690
-0.565,1.587,0.616,-87.036,-22.461,124.451
-0.413,1.680,0.740,-91.736,-22.522,122.986
-0.270,1.709,0.815,-93.262,-20.325,112.183
-0.137,1.701,0.887,-91.675,-15.137,90.698
-0.047,1.649,0.928,-86.792,-3.967,60.547
0.061,1.556,0.957,-78.796,13.916,26.428
0.067,1.417,0.908,-66.956,29.541,-5.981
0.059,1.237,0.819,-50.476,39.673,-37.354
-0.014,1.062,0.742,-33.264,43.152,-64.270
-0.114,0.910,0.675,-17.029,37.903,-82.764
-0.220,0.757,0.594,-2.747,27.588,-92.529
-0.244,0.613,0.607,6.775,18.860,-91.125
-0.286,0.525,0.604,9.888,2.930,-83.313
-0.267,0.455,0.639,12.207,-11.108,-72.388
-0.236,0.423,0.690,13.123,-21.362,-59.692
-0.201,0.393,0.763,10.803,-28.809,-48.828
-0.161,0.376,0.820,6.348,-32.349,-41.870
-0.124,0.355,0.884,-0.122,-32.410,-38.452
-0.117,0.331,0.943,-7.751,-30.823,-39.246
-0.101,0.299,1.003,-14.526,-26.306,-41.138
-0.115,0.271,1.040,-19.775,-20.813,-41.321
-0.120,0.266,1.075,-22.095,-14.343,-40.344
-0.132,0.287,1.093,-21.667,-10.254,-37.292
-0.148,0.312,1.104,-15.808,-7.812,-32.776
-0.160,0.350,1.107,-6.958,-7.141,-27.588
-0.162,0.407,1.099,3.235,-8.301,-21.240
-0.139,0.439,1.078,15.076,-10.925,-13.916
-0.085,0.441,1.050,25.085,-12.817,-8.301
-0.041,0.461,1.032,31.616,-14.282,-5.432
-0.041,0.499,1.013,35.278,-14.648,-4.761
-0.013,0.504,0.999,36.255,-14.648,-6.104
0.007,0.499,0.991,35.522,-13.550,-8.057
0.020,0.501,0.986,33.630,-10.681,-10.986
0.030,0.498,0.988,30.884,-7.446,-14.282
0.047,0.471,0.979,27.100,-4.211,-17.273
0.050,0.442,0.967,23.621,-0.732,-19.531
0.047,0.437,0.961,20.935,3.479,-22.095
0.061,0.414,0.960,20.386,6.470,-23.193
0.069,0.368,0.944,21.790,8.484,-24.170
0.053,0.368,0.927,22.766,9.338,-25.879
0.042,0.366,0.920,23.193,9.338,-26.672
0.058,0.338,0.922,23.926,9.277,-25.818
0.061,0.308,0.897,24.780,10.193,-24.719
0.053,0.320,0.890,24.231,11.475,-24.170
0.063,0.326,0.886,22.766,10.620,-23.621
0.106,0.302,0.887,22.888,9.399,-23.132
0.132,0.280,0.875,24.292,9.399,-22.949
0.152,0.267,0.871,24.902,9.949,-23.804
0.142,0.271,0.866,23.926,9.705,-25.391
0.157,0.226,0.855,22.705,9.705,-25.452
0.168,0.202,0.846,21.362,10.315,-24.841
0.160,0.202,0.841,19.287,10.132,-24.902
0.166,0.172,0.848,16.541,8.728,-24.414
0.168,0.141,0.853,13.855,7.202,-23.254
0.155,0.152,0.859,11.597,6.165,-21.912
0.157,0.159,0.867,10.315,4.639,-19.714
0.171,0.139,0.873,10.620,3.052,-17.273
0.177,0.142,0.881,11.780,1.404,-16.113
0.163,0.153,0.886,13.184,-0.366,-15.137
0.175,0.145,0.891,13.306,-2.502,-14.099
0.161,0.154,0.896,12.390,-3.601,-13.489
0.162,0.167,0.903,11.047,-3.784,-13.062
0.188,0.151,0.905,9.644,-3.540,-11.902
0.187,0.158,0.912,8.728,-3.479,-11.536
0.174,0.173,0.916,7.874,-3.540,-11.963
0.193,0.148,0.922,6.592,-3.845,-10.681
0.207,0.139,0.928,5.859,-4.456,-9.705
0.184,0.171,0.940,6.042,-5.188,-10.132
0.190,0.178,0.952,6.348,-5.981,-10.498
0.188,0.169,0.958,5.737,-6.104,-10.254
0.170,0.184,0.958,4.761,-5.188,-10.803
0.156,0.206,0.965,3.906,-4.333,-11.230
0.164,0.203,0.970,4.333,-3.906,-10.986
0.157,0.208,0.967,5.676,-3.357,-9.827
0.159,0.222,0.972,7.019,-3.235,-8.423
0.177,0.213,0.982,7.812,-3.662,-7.751
0.182,0.203,0.985,8.911,-4.333,-8.118
0.182,0.199,0.982,9.460,-3.662,-9.338
0.173,0.205,0.977,8.789,-1.770,-11.963
0.177,0.193,0.976,7.690,0.061,-14.709
0.166,0.185,0.971,7.690,2.075,-16.907
0.151,0.186,0.964,8.423,3.967,-18.433
0.146,0.172,0.968,9.399,4.944,-18.188
0.147,0.160,0.969,10.498,5.188,-16.541
0.156,0.157,0.967,12.695,5.127,-14.771
0.167,0.151,0.964,14.648,4.028,-13.733
0.173,0.143,0.956,16.296,2.808,-13.000
0.177,0.130,0.953,16.907,1.465,-13.000
0.169,0.132,0.953,16.052,1.038,-13.550
0.166,0.118,0.958,14.160,1.831,-14.038
0.165,0.111,0.962,11.902,3.174,-14.160
0.159,0.118,0.964,9.827,4.272,-14.099
0.166,0.122,0.973,8.850,4.639,-13.550
0.171,0.120,0.976,9.216,4.395,-13.245
0.173,0.120,0.970,10.071,4.822,-12.695
0.176,0.126,0.970,10.742,4.517,-12.207
0.186,0.132,0.973,11.475,3.906,-12.146
0.186,0.136,0.975,11.841,3.357,-12.390
0.183,0.139,0.972,12.268,3.662,-11.963
0.185,0.140,0.969,12.024,3.845,-11.597
0.195,0.137,0.974,12.024,3.540,-11.230
0.205,0.128,0.981,12.390,2.869,-11.475
0.207,0.123,0.979,12.512,2.686,-12.939
0.189,0.122,0.975,11.841,3.174,-15.320
0.180,0.114,0.972,10.681,4.028,-16.235
0.180,0.109,0.967,10.925,4.761,-15.869
0.168,0.117,0.961,11.475,4.761,-15.259
0.165,0.111,0.958,11.780,4.089,-13.916
0.177,0.100,0.955,12.207,2.930,-11.597
0.186,0.095,0.948,12.512,1.465,-10.193
0.184,0.101,0.944,12.451,0.610,-9.521
0.178,0.108,0.946,11.597,-0.305,-9.705
0.181,0.103,0.946,10.376,-0.305,-9.399
0.190,0.098,0.945,9.094,-0.061,-9.644
0.184,0.104,0.944,7.568,-0.061,-10.437
0.176,0.104,0.950,6.409,-0.427,-11.597
0.171,0.096,0.956,5.920,-0.549,-11.597
0.175,0.087,0.953,6.165,-0.549,-10.620

-0.498,1.491,0.816,-75.439,-5.066,110.413
-0.382,1.602,0.836,-71.106,-2.869,102.539
-0.298,1.662,0.846,-64.087,-0.793,92.773
-0.215,1.709,0.858,-54.077,6.042,78.796
-0.167,1.743,0.839,-43.518,16.235,61.768
-0.086,1.724,0.815,-31.616,28.687,42.114
-0.022,1.670,0.766,-21.545,39.551,21.667
0.021,1.568,0.693,-12.024,48.096,-0.183
0.040,1.426,0.614,-2.808,53.833,-20.508
0.049,1.264,0.545,4.395,56.091,-39.551
0.028,1.103,0.496,9.399,54.993,-54.749
0.008,0.950,0.465,11.658,49.072,-65.857
-0.021,0.822,0.463,11.292,37.720,-71.960
-0.056,0.727,0.502,9.705,22.827,-73.059
-0.069,0.665,0.556,9.827,6.775,-69.397
